strategy_id,symbol,result,event_date,event_return,event_volume,event_rvol,setup_date,entry_date,entry,stop,exit_date,exit_reason,net_R,net_return,stopped,hit_10R
EP-003,VRT,Loser,2024-04-24,0.068208,28787710,3.123516,2024-05-03,2024-05-06,94.39,89.1742,2024-06-04,Stop,-1.036194,-0.057258,1,0
EP-003,HIMS,Loser,2024-02-26,0.076681,9742936,3.370811,2024-03-12,2024-03-13,14.28,13.4948,2024-04-15,Stop,-1.036371,-0.056989,1,0
EP-003,PLTR,Loser,2024-12-20,0.085433,281230800,3.030762,2024-12-26,2024-12-27,81.42,76.9622,2024-12-30,Stop,-1.036529,-0.05675,1,0
EP-003,HLLY,Loser,2025-11-07,0.326007,20819350,13.973872,2025-11-18,2025-11-19,3.89,3.678,2025-11-20,Stop,-1.036693,-0.056506,1,0
EP-003,GRPN,Loser,2025-03-12,0.430911,11165040,7.177998,2025-03-26,2025-03-27,18.21,17.2231,2025-04-04,Stop,-1.036903,-0.056197,1,0
EP-003,MAGN,Loser,2025-11-20,0.278894,9417850,8.500666,2025-12-05,2025-12-08,14.16,13.3938,2026-01-20,Stop,-1.036961,-0.056112,1,0
EP-003,WAY,Loser,2026-02-17,0.084784,12468740,4.103553,2026-02-27,2026-03-02,25.14,23.791,2026-03-13,Stop,-1.037272,-0.055659,1,0
EP-003,MBLY,Loser,2024-03-06,0.114183,13351180,3.369864,2024-03-11,2024-03-12,27.93,26.4507,2024-05-24,Stop,-1.037761,-0.054965,1,0
EP-003,TGTX,Loser,2024-08-06,0.195816,10042000,3.306912,2024-08-23,2024-08-26,24.55,23.2531,2024-08-27,Stop,-1.037859,-0.054828,1,0
EP-003,TDS,Loser,2024-05-09,0.286275,9635305,7.003397,2024-05-14,2024-05-15,21.39,20.2609,2024-05-16,Stop,-1.03789,-0.054784,1,0
EP-003,NXT,Loser,2024-05-15,0.069054,12442820,3.373098,2024-05-30,2024-05-31,57.39,54.4231,2024-05-31,Stop,-1.038686,-0.053698,1,0
EP-003,CLF,Loser,2025-02-10,0.179283,62112510,4.198462,2025-02-20,2025-02-21,11.97,11.3512,2025-02-21,Stop,-1.038689,-0.053694,1,0
EP-003,EVH,Loser,2024-08-09,0.264974,9228710,3.607638,2024-08-21,2024-08-22,28.25,26.796,2024-10-02,Stop,-1.038859,-0.053468,1,0
EP-003,WBD,Loser,2025-09-11,0.289474,298443300,4.860271,2025-09-23,2025-09-24,19.52,18.5192,2025-10-07,Stop,-1.039009,-0.05327,1,0
EP-003,ADMA,Loser,2024-08-09,0.30927,14567790,3.558704,2024-08-15,2024-08-16,17.59,16.7057,2024-09-03,Stop,-1.039781,-0.052275,1,0
EP-003,RLYB,Loser,2026-05-04,0.500531,10663600,17.975431,2026-05-22,2026-05-26,15.74,14.9677,2026-05-26,Stop,-1.04076,-0.051068,1,0
EP-003,VSXY,Loser,2025-12-05,0.179937,12135120,4.269195,2025-12-11,2025-12-12,53.39,50.7721,2026-03-05,Stop,-1.040788,-0.051034,1,0
EP-003,GTLB,Loser,2025-10-16,0.105969,19150250,4.016381,2025-10-24,2025-10-27,49.22,46.8181,2025-11-04,Stop,-1.040984,-0.0508,1,0
EP-003,RKT,Loser,2024-08-02,0.123047,11339010,3.139151,2024-08-16,2024-08-19,18.88,17.9596,2024-10-03,Stop,-1.041023,-0.050753,1,0
EP-003,NIO,Loser,2026-03-10,0.153846,147968700,3.568512,2026-03-17,2026-03-18,5.9,5.6125,2026-03-20,Stop,-1.04104,-0.050734,1,0
EP-003,ALAB,Loser,2024-10-09,0.155967,12526270,3.455991,2024-10-28,2024-10-29,72.96,69.4087,2024-10-31,Stop,-1.041089,-0.050674,1,0
EP-003,LQDA,Loser,2025-08-12,0.136792,10692410,3.478664,2025-08-21,2025-08-22,27.3,25.9717,2025-09-12,Stop,-1.041104,-0.050657,1,0
EP-003,U,Loser,2024-08-09,0.082173,35526560,3.155518,2024-08-21,2024-08-22,17.34,16.4998,2024-08-28,Stop,-1.041274,-0.050457,1,0
EP-003,EVH,Loser,2025-06-23,0.135135,11365470,4.43436,2025-06-26,2025-06-27,10.8,10.2818,2025-07-18,Stop,-1.041685,-0.049979,1,0
EP-003,XYZ,Loser,2026-02-27,0.168164,40658070,3.577464,2026-03-10,2026-03-11,65.95,62.7864,2026-03-12,Stop,-1.041693,-0.04997,1,0
EP-003,WRBY,Loser,2025-05-20,0.156339,10945780,3.555557,2025-06-06,2025-06-09,22.28,21.2122,2025-06-26,Stop,-1.041733,-0.049924,1,0
EP-003,XERS,Loser,2025-08-07,0.202186,10175490,4.317478,2025-08-21,2025-08-22,7.6,7.2373,2025-11-06,Stop,-1.041909,-0.049722,1,0
EP-003,CRDO,Loser,2024-05-30,0.270524,10833930,4.727045,2024-06-12,2024-06-13,29.02,27.6529,2024-06-21,Stop,-1.042454,-0.04911,1,0
EP-003,BAH,Loser,2025-04-02,0.05095,9497200,3.226822,2025-04-16,2025-04-17,110.39,105.2016,2025-05-23,Stop,-1.042553,-0.049001,1,0
EP-003,GLW,Loser,2026-01-27,0.155766,25446520,4.226638,2026-02-18,2026-02-19,132.0,125.8088,2026-03-06,Stop,-1.042641,-0.048903,1,0
EP-003,MDB,Loser,2025-08-27,0.379584,20747030,5.795319,2025-09-05,2025-09-08,326.25,310.971,2025-09-17,Stop,-1.042706,-0.048832,1,0
EP-003,CPRI,Loser,2025-08-06,0.145055,12219180,3.91185,2025-08-25,2025-08-26,21.44,20.4403,2025-09-02,Stop,-1.042892,-0.048629,1,0
EP-003,DLO,Loser,2024-11-14,0.128319,11473310,7.748429,2024-11-27,2024-11-29,11.4,10.8704,2024-12-04,Stop,-1.043051,-0.048457,1,0
EP-003,SNDK,Loser,2025-06-09,0.068199,10990270,3.464784,2025-06-25,2025-06-26,49.595,47.3084,2025-06-26,Stop,-1.043379,-0.048106,1,0
EP-003,KVYO,Loser,2025-11-06,0.071429,11842080,3.788299,2025-11-12,2025-11-13,29.03,27.6968,2025-11-14,Stop,-1.04355,-0.047924,1,0
EP-003,GTLB,Loser,2024-09-04,0.216428,13611620,5.689564,2024-09-13,2024-09-16,54.46,51.9638,2024-09-17,Stop,-1.043634,-0.047836,1,0
EP-003,ANF,Loser,2025-11-25,0.3754,12810120,6.037741,2025-12-03,2025-12-04,99.4,94.8559,2025-12-05,Stop,-1.043749,-0.047715,1,0
EP-003,DOCU,Loser,2025-03-14,0.148059,11933870,4.178249,2025-03-24,2025-03-25,89.1,85.0291,2025-03-28,Stop,-1.043774,-0.047689,1,0
EP-003,ETSY,Loser,2024-02-01,0.091046,13694230,3.238949,2024-02-06,2024-02-07,74.6,71.2382,2024-02-22,Stop,-1.044382,-0.047064,1,0
EP-003,AES,Loser,2025-07-09,0.197832,70142240,3.559437,2025-07-17,2025-07-18,13.25,12.6566,2025-08-14,Stop,-1.044658,-0.046785,1,0
EP-003,ATEC,Loser,2025-08-01,0.301512,13007890,6.235416,2025-08-08,2025-08-11,14.98,14.3126,2025-10-01,Stop,-1.044891,-0.046552,1,0
EP-003,INTC,Loser,2025-09-18,0.227711,523908000,5.337944,2025-10-09,2025-10-10,38.46,36.7519,2025-10-10,Stop,-1.045032,-0.046413,1,0
EP-003,COUR,Loser,2024-11-25,0.111111,12947810,4.23721,2024-12-03,2024-12-04,8.34,7.9703,2024-12-13,Stop,-1.045114,-0.046332,1,0
EP-003,ELF,Loser,2025-05-29,0.235801,16438230,5.054265,2025-06-16,2025-06-17,124.07,118.5846,2025-06-20,Stop,-1.045236,-0.046213,1,0
EP-003,EMBJ,Loser,2025-07-30,0.105444,9410027,3.436632,2025-08-08,2025-08-11,57.58,55.0676,2025-08-20,Stop,-1.045836,-0.045634,1,0
EP-003,MDB,Loser,2025-12-02,0.222337,9487545,4.510674,2025-12-09,2025-12-10,412.76,394.8665,2026-01-02,Stop,-1.046135,-0.045351,1,0
EP-003,ONON,Loser,2024-05-14,0.182796,24862700,5.125335,2024-05-20,2024-05-21,38.2,36.5691,2024-07-03,Stop,-1.046844,-0.044695,1,0
EP-003,OKTA,Loser,2025-04-29,0.073957,10055610,3.095103,2025-05-02,2025-05-05,113.16,108.351,2025-05-28,Stop,-1.047062,-0.044497,1,0
EP-003,IOT,Loser,2024-09-06,0.136,12523430,3.729582,2024-09-23,2024-09-24,49.75,47.6397,2024-09-27,Stop,-1.047151,-0.044417,1,0
EP-003,PBI,Loser,2025-02-12,0.116705,9167969,3.525608,2025-02-20,2025-02-21,10.8,10.3427,2025-02-21,Stop,-1.047229,-0.044346,1,0
EP-003,VFC,Loser,2024-07-17,0.135724,32408390,4.079948,2024-07-23,2024-07-24,16.22,15.5369,2024-08-02,Stop,-1.04749,-0.044115,1,0
EP-003,CYTK,Loser,2026-05-05,0.167146,18079520,7.209016,2026-05-21,2026-05-22,78.39,75.1065,2026-05-28,Stop,-1.047748,-0.043887,1,0
EP-003,SNOW,Loser,2024-11-21,0.32706,55121600,6.851017,2024-11-29,2024-12-02,175.03,167.718,2024-12-13,Stop,-1.047875,-0.043776,1,0
EP-003,NET,Loser,2024-08-02,0.068011,10348640,3.500689,2024-08-15,2024-08-16,81.28,77.8918,2024-09-03,Stop,-1.047979,-0.043685,1,0
EP-003,BMBL,Loser,2024-05-09,0.114898,10381890,3.269236,2024-05-21,2024-05-22,11.93,11.4428,2024-05-23,Stop,-1.048976,-0.042837,1,0
EP-003,ZETA,Loser,2024-09-05,0.07918,12344640,4.048906,2024-09-17,2024-09-18,27.47,26.3525,2024-10-21,Stop,-1.049162,-0.042682,1,0
EP-003,OIS,Loser,2024-03-15,0.0625,15563750,6.389242,2024-03-25,2024-03-26,6.13,5.8815,2024-04-12,Stop,-1.049339,-0.042536,1,0
EP-003,SGRY,Loser,2025-01-28,0.211765,9133787,6.473915,2025-02-03,2025-02-04,25.2,24.1799,2025-02-28,Stop,-1.049406,-0.042481,1,0
EP-003,LFST,Loser,2025-11-06,0.299376,10399230,5.607314,2025-11-26,2025-11-28,6.6,6.3329,2025-12-02,Stop,-1.049414,-0.042475,1,0
EP-003,KVUE,Loser,2025-11-03,0.123173,203526000,4.940102,2025-11-11,2025-11-12,16.66,15.9895,2025-11-17,Stop,-1.049692,-0.042248,1,0
EP-003,BILL,Loser,2025-08-28,0.18184,13968610,3.469991,2025-09-09,2025-09-10,53.71,51.553,2025-09-12,Stop,-1.0498,-0.042161,1,0
EP-003,CEG,Loser,2024-09-20,0.222926,15031400,4.665082,2024-10-08,2024-10-09,276.05,264.9828,2024-10-09,Stop,-1.049886,-0.042091,1,0
EP-003,NCLH,Loser,2024-02-27,0.198368,50173300,3.681272,2024-03-08,2024-03-11,19.99,19.1897,2024-03-12,Stop,-1.049958,-0.042034,1,0
EP-003,OGN,Loser,2026-01-20,0.079909,24897580,3.95804,2026-01-23,2026-01-26,9.74,9.3514,2026-01-26,Stop,-1.050132,-0.041894,1,0
EP-003,INSM,Loser,2025-06-10,0.286503,15711550,5.387267,2025-06-17,2025-06-18,101.15,97.154,2025-07-02,Stop,-1.050626,-0.041505,1,0
EP-003,HOG,Loser,2025-07-30,0.133769,13785880,6.491713,2025-08-18,2025-08-19,27.75,26.6599,2025-10-06,Stop,-1.050911,-0.041284,1,0
EP-003,TOST,Loser,2025-05-09,0.114325,24000480,3.281588,2025-05-20,2025-05-21,43.9,42.179,2025-05-22,Stop,-1.051017,-0.041202,1,0
EP-003,UAL,Loser,2024-04-17,0.174458,67541270,5.492459,2024-04-26,2024-04-29,52.8,50.7415,2024-05-01,Stop,-1.051299,-0.040987,1,0
EP-003,PTEN,Loser,2024-12-20,0.053498,30319290,3.165334,2025-01-03,2025-01-06,8.56,8.2267,2025-01-28,Stop,-1.051367,-0.040935,1,0
EP-003,AS,Loser,2025-05-20,0.190507,19816160,4.334644,2025-06-05,2025-06-06,37.54,36.0816,2025-06-13,Stop,-1.051482,-0.040848,1,0
EP-003,STAA,Loser,2025-08-05,0.46133,40320090,15.17187,2025-08-11,2025-08-12,27.4,26.3391,2025-10-07,Stop,-1.051653,-0.04072,1,0
EP-003,HL,Loser,2025-08-07,0.181669,67811970,3.091365,2025-08-18,2025-08-19,7.74,7.4418,2025-08-19,Stop,-1.051917,-0.040523,1,0
EP-003,PAYO,Loser,2024-08-07,0.232381,14463640,4.41648,2024-08-19,2024-08-20,7.16,6.8852,2024-08-22,Stop,-1.052116,-0.040376,1,0
EP-003,CRWD,Loser,2024-06-05,0.119772,64142360,4.220239,2024-06-14,2024-06-17,95.6875,92.0242,2024-07-10,Stop,-1.052241,-0.040284,1,0
EP-003,SE,Loser,2025-08-12,0.190727,19418600,3.846576,2025-08-18,2025-08-19,177.51,170.7312,2025-10-15,Stop,-1.052372,-0.040188,1,0
EP-003,VIAV,Loser,2025-01-31,0.205205,17601290,7.65879,2025-02-11,2025-02-12,12.25,11.7833,2025-02-21,Stop,-1.052491,-0.040102,1,0
EP-003,TER,Loser,2025-07-30,0.188846,19844250,4.536579,2025-08-14,2025-08-15,111.65,107.4049,2025-08-20,Stop,-1.052602,-0.040021,1,0
EP-003,LEVI,Loser,2026-04-08,0.106545,11543120,3.756879,2026-04-15,2026-04-16,22.43,21.5779,2026-05-12,Stop,-1.052647,-0.039989,1,0
EP-003,ALNY,Loser,2024-06-24,0.345202,9193815,7.828272,2024-07-03,2024-07-05,246.95,237.6774,2024-07-18,Stop,-1.053264,-0.039549,1,0
EP-003,ELAN,Loser,2024-05-08,0.24926,19729090,3.918203,2024-05-14,2024-05-15,17.33,16.6798,2024-05-21,Stop,-1.05331,-0.039517,1,0
EP-003,GAP,Loser,2024-11-21,0.068865,20166200,3.681346,2024-12-06,2024-12-09,26.06,25.0904,2024-12-11,Stop,-1.053756,-0.039205,1,0
EP-003,ROIV,Loser,2026-02-06,0.221381,24052000,3.738146,2026-02-20,2026-02-23,27.2,26.1883,2026-03-30,Stop,-1.05377,-0.039196,1,0
EP-003,IONS,Loser,2025-09-02,0.348423,16461730,6.139034,2025-09-11,2025-09-12,63.85,61.4779,2025-09-15,Stop,-1.053835,-0.039151,1,0
EP-003,TEVA,Loser,2024-12-17,0.264688,57818890,5.507505,2024-12-24,2024-12-26,22.32,21.4945,2025-01-02,Stop,-1.054077,-0.038985,1,0
EP-003,GENI,Loser,2024-11-12,0.17203,11033510,4.51334,2024-11-27,2024-11-29,9.9,9.4639,2024-12-10,Stop,-1.054283,-0.046444,1,0
EP-003,DAL,Loser,2025-07-10,0.119921,46966380,3.842427,2025-07-18,2025-07-21,56.375,54.3043,2025-07-25,Stop,-1.054451,-0.03873,1,0
EP-003,TWLO,Loser,2025-01-24,0.201323,17519410,6.418323,2025-02-05,2025-02-06,148.15,142.7516,2025-02-11,Stop,-1.054886,-0.038439,1,0
EP-003,P,Loser,2025-08-28,0.323365,20382350,6.349106,2025-09-09,2025-09-10,80.35,77.4265,2025-11-20,Stop,-1.054968,-0.038385,1,0
EP-003,AAL,Loser,2024-12-05,0.168011,110116900,4.232137,2024-12-11,2024-12-12,17.61,16.9694,2024-12-13,Stop,-1.054984,-0.038374,1,0
EP-003,LW,Loser,2025-07-23,0.163108,10537920,3.57582,2025-07-29,2025-07-30,59.76,57.593,2025-07-31,Stop,-1.055154,-0.038262,1,0
EP-003,SSRM,Loser,2025-08-06,0.17321,11010460,4.288604,2025-08-18,2025-08-19,16.66,16.0585,2025-08-19,Stop,-1.055398,-0.038102,1,0
EP-003,CLBT,Loser,2025-08-14,0.092924,10675350,5.33843,2025-08-26,2025-08-27,15.82,15.2511,2025-11-06,Stop,-1.055616,-0.037961,1,0
EP-003,UNH,Loser,2025-08-15,0.119783,68198480,3.107285,2025-08-22,2025-08-25,308.49,297.3986,2025-08-26,Stop,-1.055627,-0.037954,1,0
EP-003,UAA,Loser,2024-08-08,0.191654,45365960,3.428598,2024-08-21,2024-08-22,8.43,8.127,2024-08-28,Stop,-1.055651,-0.037938,1,0
EP-003,DOCU,Loser,2024-03-08,0.044996,14756060,4.137729,2024-03-20,2024-03-21,58.98,56.9381,2024-04-02,Stop,-1.057769,-0.036621,1,0
EP-003,VSTS,Loser,2024-09-05,0.11769,9870022,5.120142,2024-09-24,2024-09-25,15.79,15.2504,2024-09-25,Stop,-1.058524,-0.036174,1,0
EP-003,OUT,Loser,2024-02-22,0.18504,8975330,3.842882,2024-03-14,2024-03-15,16.2698,15.7169,2024-04-12,Stop,-1.058848,-0.035986,1,0
EP-003,CRGY,Loser,2024-10-02,0.110116,11506270,3.77854,2024-10-14,2024-10-15,12.83,12.3947,2024-10-18,Stop,-1.058944,-0.035931,1,0
EP-003,MIR,Loser,2025-05-23,0.058427,10836230,3.618738,2025-06-04,2025-06-05,19.71,19.0421,2025-08-01,Stop,-1.059019,-0.035887,1,0
EP-003,ATMU,Loser,2026-04-08,0.045545,14142160,9.054468,2026-04-20,2026-04-21,63.12,60.9883,2026-04-21,Stop,-1.05922,-0.035773,1,0
EP-003,TTD,Loser,2025-07-15,0.065889,43674070,5.104398,2025-07-24,2025-07-25,85.3,82.4276,2025-08-01,Stop,-1.059394,-0.035674,1,0
EP-003,CPNG,Loser,2024-04-12,0.1149,51059720,3.678098,2024-04-24,2024-04-25,22.5,21.7537,2024-05-08,Stop,-1.060295,-0.03517,1,0
EP-003,BKD,Loser,2025-11-10,0.050901,10499880,3.507688,2025-11-28,2025-12-01,11.08,10.7159,2025-12-03,Stop,-1.06086,-0.034862,1,0
EP-003,TXN,Loser,2026-04-23,0.194321,25659070,3.696436,2026-05-01,2026-05-04,283.69,274.4532,2026-06-09,Stop,-1.061426,-0.03456,1,0
EP-003,TOST,Loser,2024-11-08,0.14723,28795310,4.131903,2024-11-27,2024-11-29,43.19,41.7838,2024-12-04,Stop,-1.061429,-0.034558,1,0
EP-003,EBAY,Loser,2026-05-04,0.050543,20481130,3.177601,2026-05-14,2026-05-15,113.18,109.5029,2026-05-28,Stop,-1.061559,-0.034489,1,0
EP-003,LUV,Loser,2026-01-29,0.18698,34535320,3.512743,2026-02-05,2026-02-06,52.85,51.1359,2026-02-12,Stop,-1.061665,-0.034433,1,0
EP-003,CTRI,Loser,2025-09-04,0.041849,13812660,5.396077,2025-09-12,2025-09-15,23.22,22.4673,2025-09-18,Stop,-1.061697,-0.034416,1,0
EP-003,NKE,Loser,2025-06-27,0.151903,117530300,5.870638,2025-07-03,2025-07-07,76.04,73.5859,2025-07-09,Stop,-1.061971,-0.034273,1,0
EP-003,MLCO,Loser,2025-07-01,0.114799,21097740,5.945261,2025-07-09,2025-07-10,8.89,8.6046,2025-07-11,Stop,-1.062306,-0.0341,1,0
EP-003,PINS,Loser,2024-05-01,0.210164,45488260,4.64887,2024-05-09,2024-05-10,42.7,41.3294,2024-05-21,Stop,-1.062309,-0.034098,1,0
EP-003,NOV,Loser,2025-10-28,0.071685,13062430,3.230584,2025-11-07,2025-11-10,15.54,15.042,2025-11-17,Stop,-1.062404,-0.034049,1,0
EP-003,XYZ,Loser,2025-07-21,0.072233,49143460,5.243291,2025-07-24,2025-07-25,79.755,77.2067,2025-07-30,Stop,-1.062594,-0.033952,1,0
EP-003,WBD,Loser,2025-12-05,0.062755,198872300,4.386108,2025-12-11,2025-12-12,29.88,28.9271,2025-12-16,Stop,-1.062715,-0.03389,1,0
EP-003,SE,Loser,2024-08-13,0.1185,16258320,3.376454,2024-08-23,2024-08-26,82.52,79.9151,2024-08-29,Stop,-1.063359,-0.033566,1,0
EP-003,UA,Loser,2024-08-08,0.183413,9983049,3.871864,2024-08-27,2024-08-28,8.0,7.7497,2024-08-28,Stop,-1.063929,-0.033285,1,0
EP-003,GMED,Loser,2025-11-07,0.359423,12478430,6.763399,2025-11-28,2025-12-01,90.49,87.6905,2025-12-04,Stop,-1.064647,-0.032937,1,0
EP-003,DG,Loser,2025-06-03,0.158485,15320280,3.656691,2025-06-09,2025-06-10,113.4,109.8944,2025-06-10,Stop,-1.064697,-0.032913,1,0
EP-003,WHR,Loser,2024-06-26,0.170976,9743383,5.56719,2024-07-09,2024-07-10,101.34,98.2144,2024-07-24,Stop,-1.064846,-0.032842,1,0
EP-003,SNOW,Loser,2025-05-22,0.134323,26194100,5.337648,2025-06-03,2025-06-04,213.425,206.868,2025-06-04,Stop,-1.065099,-0.032723,1,0
EP-003,YUMC,Loser,2024-08-06,0.119799,9137480,3.102526,2024-08-22,2024-08-23,33.91,32.8937,2024-08-28,Stop,-1.06673,-0.031972,1,0
EP-003,ARM,Loser,2026-02-05,0.057007,24624970,3.098414,2026-02-18,2026-02-19,125.86,119.4599,2026-03-03,Stop,-1.068213,-0.05432,1,0
EP-003,AKAM,Loser,2025-11-07,0.147123,9629176,4.288913,2025-11-28,2025-12-01,89.39,86.7696,2025-12-02,Stop,-1.068225,-0.031315,1,0
EP-003,NFLX,Loser,2025-01-22,0.096944,142732100,3.641297,2025-01-29,2025-01-30,98.675,95.7835,2025-02-25,Stop,-1.068252,-0.031303,1,0
EP-003,WSM,Loser,2024-03-13,0.177639,10198690,3.687772,2024-03-27,2024-03-28,158.245,153.6573,2024-04-02,Stop,-1.068986,-0.030991,1,0
EP-003,CNH,Loser,2024-09-09,0.044687,31233580,3.849872,2024-09-23,2024-09-24,11.14,10.818,2024-10-03,Stop,-1.069183,-0.030909,1,0
EP-003,DG,Loser,2025-12-04,0.14014,14189830,3.880571,2025-12-22,2025-12-23,137.18,133.2211,2025-12-31,Stop,-1.069301,-0.030859,1,0
EP-003,WDAY,Loser,2024-08-23,0.124935,9701850,3.817431,2024-08-29,2024-08-30,262.41,255.0673,2024-09-05,Stop,-1.071475,-0.029982,1,0
EP-003,IVZ,Loser,2025-07-18,0.152778,35673240,5.486592,2025-07-28,2025-07-29,21.84,21.2299,2025-07-31,Stop,-1.0716,-0.029933,1,0
EP-003,BBY,Loser,2024-05-30,0.134214,13938440,4.542612,2024-06-06,2024-06-07,87.79,85.3576,2024-06-26,Stop,-1.072182,-0.029708,1,0
EP-003,ZM,Loser,2024-02-27,0.080006,18557960,4.09198,2024-03-12,2024-03-13,69.74,67.8251,2024-03-14,Stop,-1.072839,-0.029458,1,0
EP-003,GM,Loser,2025-10-21,0.148621,43706530,4.382342,2025-10-30,2025-10-31,68.78,66.8925,2025-11-04,Stop,-1.072879,-0.029443,1,0
EP-003,SPOT,Loser,2024-11-13,0.114404,12048770,5.042025,2024-11-26,2024-11-27,480.3,467.1732,2024-12-10,Stop,-1.073179,-0.02933,1,0
EP-003,MFG,Loser,2024-09-30,0.042394,12015460,4.008419,2024-10-14,2024-10-15,4.21,4.0984,2024-10-23,Stop,-1.075452,-0.028507,1,0
EP-003,FULT,Loser,2024-04-29,0.075544,11177120,6.775193,2024-05-10,2024-05-13,17.59,17.1241,2024-05-20,Stop,-1.075517,-0.028484,1,0
EP-003,META,Loser,2025-07-31,0.112527,38831100,3.102221,2025-08-06,2025-08-07,773.49,753.2876,2025-08-19,Stop,-1.076574,-0.028119,1,0
EP-003,DOCU,Loser,2024-10-08,0.065467,14188180,4.664181,2024-10-18,2024-10-21,72.2,70.32,2024-10-22,Stop,-1.076807,-0.028039,1,0
EP-003,SHO,Loser,2024-12-03,0.101207,16206170,4.51785,2024-12-06,2024-12-09,12.08,11.7692,2024-12-30,Stop,-1.077745,-0.027725,1,0
EP-003,APG,Loser,2024-03-01,0.065906,9659164,4.301181,2024-03-06,2024-03-07,25.7867,25.1277,2024-03-14,Stop,-1.078262,-0.027555,1,0
EP-003,ZS,Loser,2025-05-30,0.097925,9946333,3.577027,2025-06-13,2025-06-16,304.06,296.2958,2025-07-10,Stop,-1.078323,-0.027535,1,0
EP-003,WFC,Loser,2024-11-06,0.131107,63689140,3.093429,2024-11-14,2024-11-15,73.0,71.1611,2024-12-12,Stop,-1.079396,-0.02719,1,0
EP-003,NOK,Loser,2025-01-30,0.058559,55209040,3.056049,2025-02-07,2025-02-10,4.85,4.7331,2025-02-28,Stop,-1.082989,-0.0261,1,0
EP-003,EBAY,Loser,2025-07-31,0.182955,20280220,3.657448,2025-08-21,2025-08-22,99.56,97.1962,2025-08-26,Stop,-1.084237,-0.025743,1,0
EP-003,FDX,Loser,2024-06-26,0.155278,11126140,5.152686,2024-07-02,2024-07-03,236.2016,230.6264,2024-07-05,Stop,-1.084734,-0.025603,1,0
EP-003,CPNG,Loser,2025-09-08,0.089588,46911550,4.555138,2025-09-17,2025-09-18,33.675,32.8862,2025-09-19,Stop,-1.085382,-0.025424,1,0
EP-003,DIS,Loser,2024-02-08,0.114989,60558410,3.941812,2024-02-16,2024-02-20,110.85,108.2891,2024-02-21,Stop,-1.086572,-0.025102,1,0
EP-003,GLW,Loser,2024-07-08,0.119927,35464500,3.624124,2024-07-17,2024-07-18,45.69,44.6517,2024-07-18,Stop,-1.08801,-0.024725,1,0
EP-003,BOX,Loser,2024-08-28,0.108258,10012210,5.346562,2024-09-12,2024-09-13,32.99,32.2441,2024-10-01,Stop,-1.088459,-0.024609,1,0
EP-003,AMCR,Loser,2024-11-20,0.045501,9139728,3.799833,2024-12-03,2024-12-04,52.55,51.3752,2024-12-05,Stop,-1.089465,-0.024355,1,0
EP-003,AIG,Loser,2025-12-10,0.060979,13424440,3.085313,2025-12-22,2025-12-23,86.41,84.4894,2026-01-02,Stop,-1.089982,-0.024227,1,0
EP-003,NKE,Loser,2024-09-20,0.068412,52039260,4.441786,2024-09-27,2024-09-30,89.7,87.7213,2024-10-01,Stop,-1.090664,-0.02406,1,0
EP-003,DIS,Loser,2024-11-14,0.062305,47436050,4.711076,2024-11-26,2024-11-27,115.445,112.9124,2024-12-16,Stop,-1.091166,-0.023938,1,0
EP-003,ORCL,Loser,2024-06-12,0.133193,40871320,4.2431,2024-07-02,2024-07-03,143.75,140.5971,2024-07-09,Stop,-1.091185,-0.023933,1,0
EP-003,CMBT,Loser,2025-08-28,0.055626,10379180,3.425917,2025-09-08,2025-09-09,9.74,9.3558,2025-09-11,Stop,-1.091757,-0.043068,1,0
EP-003,ETR,Loser,2026-03-27,0.068248,9098011,3.156042,2026-04-07,2026-04-08,113.45,110.9776,2026-04-21,Stop,-1.091773,-0.023793,1,0
EP-003,GEN,Loser,2024-10-31,0.081754,10898310,3.677641,2024-11-13,2024-11-14,30.49,29.8529,2024-11-15,Stop,-1.095711,-0.022896,1,0
EP-003,GLW,Loser,2025-07-29,0.118571,17713550,3.647097,2025-08-18,2025-08-19,65.16,63.8037,2025-08-20,Stop,-1.096083,-0.022815,1,0
EP-003,INFY,Loser,2024-07-18,0.08378,42176090,3.294551,2024-07-29,2024-07-30,22.55,22.0853,2024-07-31,Stop,-1.09705,-0.022608,1,0
EP-003,SBUX,Loser,2025-01-29,0.081366,40769320,4.438194,2025-02-11,2025-02-12,110.56,108.2882,2025-03-06,Stop,-1.097333,-0.022548,1,0
EP-003,TGT,Loser,2024-03-05,0.120207,22986760,5.059053,2024-03-26,2024-03-27,174.1,170.5546,2024-04-05,Stop,-1.098211,-0.022364,1,0
EP-003,APG,Loser,2025-06-20,0.046578,16633154,5.243756,2025-06-30,2025-07-01,33.63,32.959,2025-07-01,Stop,-1.100233,-0.021953,1,0
EP-003,MMM,Loser,2024-04-30,0.047201,16731850,3.720067,2024-05-14,2024-05-15,100.19,98.2417,2024-05-28,Stop,-1.10285,-0.021446,1,0
EP-003,ES,Loser,2025-09-19,0.048842,13698210,4.160983,2025-10-06,2025-10-07,72.91,71.5115,2025-10-13,Stop,-1.104271,-0.021181,1,0
EP-003,MDT,Loser,2025-11-18,0.046946,21965410,3.049115,2025-11-28,2025-12-01,105.0,102.9893,2025-12-02,Stop,-1.104439,-0.02115,1,0
EP-003,TTD,Loser,2025-05-09,0.185977,48903740,4.313342,2025-05-20,2025-05-21,76.0,72.3317,2025-05-23,Stop,-1.107335,-0.053447,1,0
